,day,cals,type_meal,meal,link,title,Calories,Carbs,Fat,Protein,Fiber,receita,recipe
188,31,2973,Snack,"Date, Almond, and Cocoa Bliss Balls","https://www.eatthismuch.com/food/browse/?q=Date,%20Almond,%20and%20Cocoa%20Bliss%20Balls","Date, Almond, and Cocoa Bliss Balls",229.0,463.0,66.0,31.0,58.0,"https://www.eatthismuch.com/recipe/nutrition/date-almond-and-cocoa-bliss-balls,974523/","https://www.eatthismuch.com/recipe/nutrition/date-almond-and-cocoa-bliss-balls,974523/"
189,31,2973,Snack,Banana,https://www.eatthismuch.com/food/browse/?q=Banana,Banana,105.0,270.0,4.0,13.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/banana,474253/","https://www.eatthismuch.com/recipe/nutrition/banana,474253/"
190,32,2976,Breakfast,Blueberry and Sunflower Seed Steel Cut Oatmeal,https://www.eatthismuch.com/food/browse/?q=Blueberry%20and%20Sunflower%20Seed%20Steel%20Cut%20Oatmeal,Blueberry and Sunflower Seed Steel Cut Oatmeal,443.0,388.0,182.0,346.0,75.0,"https://www.eatthismuch.com/recipe/nutrition/blueberry-and-sunflower-seed-steel-cut-oatmeal,1030027/","https://www.eatthismuch.com/recipe/nutrition/blueberry-and-sunflower-seed-steel-cut-oatmeal,1030027/"
191,32,2976,Lunch,Coconut Milk Protein Shake,https://www.eatthismuch.com/food/browse/?q=Coconut%20Milk%20Protein%20Shake,Coconut Milk Protein Shake,360.0,190.0,80.0,510.0,20.0,"https://www.eatthismuch.com/recipe/nutrition/coconut-milk-protein-shake,34529/","https://www.eatthismuch.com/recipe/nutrition/coconut-milk-protein-shake,34529/"
192,32,2976,Dinner,Chicken & Mayo Bagel,https://www.eatthismuch.com/food/browse/?q=Chicken%20Mayo%20Bagel,Chicken & Mayo Bagel,623.0,607.0,114.0,650.0,35.0,"https://www.eatthismuch.com/recipe/nutrition/chicken-mayo-bagel,34762/","https://www.eatthismuch.com/recipe/nutrition/chicken-mayo-bagel,34762/"
193,32,2976,Dinner,Garlic Roasted Brussels Sprouts,https://www.eatthismuch.com/food/browse/?q=Garlic%20Roasted%20Brussels%20Sprouts,Garlic Roasted Brussels Sprouts,162.0,89.0,138.0,32.0,34.0,"https://www.eatthismuch.com/recipe/nutrition/garlic-roasted-brussels-sprouts,412930/","https://www.eatthismuch.com/recipe/nutrition/garlic-roasted-brussels-sprouts,412930/"
194,32,2976,Snack,Keto Avocado Pepperoni Salad,https://www.eatthismuch.com/food/browse/?q=Keto%20Avocado%20Pepperoni%20Salad,Keto Avocado Pepperoni Salad,344.0,67.0,289.0,156.0,47.0,"https://www.eatthismuch.com/recipe/nutrition/keto-avocado-pepperoni-salad,1467795/","https://www.eatthismuch.com/recipe/nutrition/keto-avocado-pepperoni-salad,1467795/"
195,32,2976,Snack,Cinnamon Apple Bites,https://www.eatthismuch.com/food/browse/?q=Cinnamon%20Apple%20Bites,Cinnamon Apple Bites,81.0,216.0,2.0,5.0,28.0,"https://www.eatthismuch.com/recipe/nutrition/cinnamon-apple-bites,39304/","https://www.eatthismuch.com/recipe/nutrition/cinnamon-apple-bites,39304/"
196,33,3003,Breakfast,"Spinach, Banana, and Peanut Butter Protein Shake","https://www.eatthismuch.com/food/browse/?q=Spinach,%20Banana,%20and%20Peanut%20Butter%20Protein%20Shake","Spinach, Banana, and Peanut Butter Protein Shake",423.0,381.0,180.0,333.0,53.0,"https://www.eatthismuch.com/recipe/nutrition/spinach-banana-and-peanut-butter-protein-shake,927828/","https://www.eatthismuch.com/recipe/nutrition/spinach-banana-and-peanut-butter-protein-shake,927828/"
197,33,3003,Lunch,Big PB&J Sandwich,https://www.eatthismuch.com/food/browse/?q=Big%20PB&J%20Sandwich,Big Bad Bean Burrito,244.0,309.0,119.0,76.0,113.0,"https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/","https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/"
198,33,3003,Lunch,Almonds,https://www.eatthismuch.com/food/browse/?q=Almonds,Almonds,164.0,61.0,142.0,60.0,35.0,"https://www.eatthismuch.com/recipe/nutrition/almonds,524950/","https://www.eatthismuch.com/recipe/nutrition/almonds,524950/"
199,33,3003,Dinner,Easy Cheesy Mixed Vegetables,https://www.eatthismuch.com/food/browse/?q=Easy%20Cheesy%20Mixed%20Vegetables,Easy Cheesy Mixed Vegetables,467.0,261.0,144.0,554.0,83.0,"https://www.eatthismuch.com/recipe/nutrition/easy-cheesy-mixed-vegetables,1011236/","https://www.eatthismuch.com/recipe/nutrition/easy-cheesy-mixed-vegetables,1011236/"
200,33,3003,Snack,Corn Flakes,https://www.eatthismuch.com/food/browse/?q=Corn%20Flakes,Corn Flakes,222.0,353.0,50.0,101.0,9.0,"https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/","https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/"
201,34,2999,Breakfast,"Peanut Butter, Banana, and Flax Green Smoothie","https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter,%20Banana,%20and%20Flax%20Green%20Smoothie","Peanut Butter, Banana, and Flax Green Smoothie",280.0,386.0,127.0,86.0,81.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-banana-and-flax-green-smoothie,950253/","https://www.eatthismuch.com/recipe/nutrition/peanut-butter-banana-and-flax-green-smoothie,950253/"
202,34,2999,Breakfast,Buttered Toast with Cinnamon,https://www.eatthismuch.com/food/browse/?q=Buttered%20Toast%20with%20Cinnamon,Buttered Toast with Cinnamon,144.0,182.0,56.0,56.0,33.0,"https://www.eatthismuch.com/recipe/nutrition/buttered-toast-with-cinnamon,906422/","https://www.eatthismuch.com/recipe/nutrition/buttered-toast-with-cinnamon,906422/"
203,34,2999,Lunch,Turkey and Provolone Sandwich,https://www.eatthismuch.com/food/browse/?q=Turkey%20and%20Provolone%20Sandwich,"Turkey, Provolone, and Sprout Sandwich",557.0,473.0,263.0,346.0,114.0,"https://www.eatthismuch.com/recipe/nutrition/turkey-provolone-and-sprout-sandwich,1028373/","https://www.eatthismuch.com/recipe/nutrition/turkey-provolone-and-sprout-sandwich,1028373/"
204,34,2999,Dinner,Monte Cristo sandwich,https://www.eatthismuch.com/food/browse/?q=Monte%20Cristo%20sandwich,Monte Cristo sandwich,551.0,300.0,313.0,363.0,45.0,"https://www.eatthismuch.com/recipe/nutrition/monte-cristo-sandwich,33517/","https://www.eatthismuch.com/recipe/nutrition/monte-cristo-sandwich,33517/"
205,34,2999,Snack,Strawberry protein smoothie,https://www.eatthismuch.com/food/browse/?q=Strawberry%20protein%20smoothie,Tropical protein smoothie,425.0,769.0,22.0,284.0,57.0,"https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/","https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/"
206,35,3014,Breakfast,Honey Strawberry Smoothie,https://www.eatthismuch.com/food/browse/?q=Honey%20Strawberry%20Smoothie,Honey Strawberry Smoothie,282.0,332.0,125.0,109.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/honey-strawberry-smoothie,939666/","https://www.eatthismuch.com/recipe/nutrition/honey-strawberry-smoothie,939666/"
207,35,3014,Breakfast,Cheese On Toast,https://www.eatthismuch.com/food/browse/?q=Cheese%20On%20Toast,Cheese On Toast,257.0,183.0,151.0,123.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/cheese-on-toast,906474/","https://www.eatthismuch.com/recipe/nutrition/cheese-on-toast,906474/"
208,35,3014,Lunch,Quick Avocado Tuna Sandwich,https://www.eatthismuch.com/food/browse/?q=Quick%20Avocado%20Tuna%20Sandwich,Quick Avocado Tuna Sandwich,426.0,366.0,146.0,392.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/","https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/"
209,35,3014,Dinner,Five Ingredient Pasta Toss,https://www.eatthismuch.com/food/browse/?q=Five%20Ingredient%20Pasta%20Toss,Five Ingredient Pasta Toss,491.0,766.0,149.0,185.0,72.0,"https://www.eatthismuch.com/recipe/nutrition/five-ingredient-pasta-toss,45537/","https://www.eatthismuch.com/recipe/nutrition/five-ingredient-pasta-toss,45537/"
210,35,3014,Dinner,Broccoli with Cheddar Cheese,https://www.eatthismuch.com/food/browse/?q=Broccoli%20with%20Cheddar%20Cheese,Broccoli with Cheddar Cheese,237.0,140.0,160.0,137.0,76.0,"https://www.eatthismuch.com/recipe/nutrition/broccoli-with-cheddar-cheese,207466/","https://www.eatthismuch.com/recipe/nutrition/broccoli-with-cheddar-cheese,207466/"
211,35,3014,Snack,Peppered Cottage Cheese,https://www.eatthismuch.com/food/browse/?q=Peppered%20Cottage%20Cheese,Peppered Cottage Cheese,201.0,148.0,53.0,245.0,13.0,"https://www.eatthismuch.com/recipe/nutrition/peppered-cottage-cheese,1522297/","https://www.eatthismuch.com/recipe/nutrition/peppered-cottage-cheese,1522297/"
212,36,2976,Breakfast,Breakfast Oatmeal with Milk and Blueberries,https://www.eatthismuch.com/food/browse/?q=Breakfast%20Oatmeal%20with%20Milk%20and%20Blueberries,Breakfast Oatmeal with Milk and Blueberries,361.0,597.0,101.0,134.0,89.0,"https://www.eatthismuch.com/recipe/nutrition/breakfast-oatmeal-with-milk-and-blueberries,905940/","https://www.eatthismuch.com/recipe/nutrition/breakfast-oatmeal-with-milk-and-blueberries,905940/"
213,36,2976,Lunch,Strawberry protein smoothie,https://www.eatthismuch.com/food/browse/?q=Strawberry%20protein%20smoothie,Tropical protein smoothie,425.0,769.0,22.0,284.0,57.0,"https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/","https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/"
214,36,2976,Dinner,Prosciutto Sandwich with Spinach,https://www.eatthismuch.com/food/browse/?q=Prosciutto%20Sandwich%20with%20Spinach,Prosciutto Sandwich with Spinach,424.0,335.0,187.0,297.0,26.0,"https://www.eatthismuch.com/recipe/nutrition/prosciutto-sandwich-with-spinach,412945/","https://www.eatthismuch.com/recipe/nutrition/prosciutto-sandwich-with-spinach,412945/"
215,36,2976,Dinner,Pan Fried Cabbage,https://www.eatthismuch.com/food/browse/?q=Pan%20Fried%20Cabbage,Pan Fried Cabbage,109.0,112.0,72.0,18.0,34.0,"https://www.eatthismuch.com/recipe/nutrition/pan-fried-cabbage,905708/","https://www.eatthismuch.com/recipe/nutrition/pan-fried-cabbage,905708/"
216,36,2976,Snack,Sunrise Smoothie,https://www.eatthismuch.com/food/browse/?q=Sunrise%20Smoothie,Raspberry Mango Sunrise Smoothie,195.0,428.0,19.0,54.0,82.0,"https://www.eatthismuch.com/recipe/nutrition/raspberry-mango-sunrise-smoothie,936059/","https://www.eatthismuch.com/recipe/nutrition/raspberry-mango-sunrise-smoothie,936059/"
217,36,2976,Snack,Cucumber Slices,https://www.eatthismuch.com/food/browse/?q=Cucumber%20Slices,Cucumber Slices,16.0,38.0,1.0,7.0,5.0,"https://www.eatthismuch.com/recipe/nutrition/cucumber-slices,1462006/","https://www.eatthismuch.com/recipe/nutrition/cucumber-slices,1462006/"
218,37,3005,Breakfast,Peanut Butter Protein Oats,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20Protein%20Oats,Peanut Butter Protein Oats,390.0,326.0,139.0,357.0,52.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/","https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/"
219,37,3005,Lunch,Quick Avocado Tuna Sandwich,https://www.eatthismuch.com/food/browse/?q=Quick%20Avocado%20Tuna%20Sandwich,Quick Avocado Tuna Sandwich,426.0,366.0,146.0,392.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/","https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/"
220,37,3005,Dinner,Honey Pecan Chicken Breast,https://www.eatthismuch.com/food/browse/?q=Honey%20Pecan%20Chicken%20Breast,Honey Pecan Chicken Breast,386.0,303.0,168.0,289.0,11.0,"https://www.eatthismuch.com/recipe/nutrition/honey-pecan-chicken-breast,39310/","https://www.eatthismuch.com/recipe/nutrition/honey-pecan-chicken-breast,39310/"
221,37,3005,Dinner,Sautéed Spinach with Onions,https://www.eatthismuch.com/food/browse/?q=Sautéed%20Spinach%20with%20Onions,Sautéed Spinach with Onions,231.0,96.0,214.0,20.0,21.0,"https://www.eatthismuch.com/recipe/nutrition/sauteed-spinach-with-onions,906139/","https://www.eatthismuch.com/recipe/nutrition/sauteed-spinach-with-onions,906139/"
222,37,3005,Snack,Peanut butter and jelly,https://www.eatthismuch.com/food/browse/?q=Peanut%20butter%20and%20jelly,Peanut butter and jelly,371.0,417.0,184.0,124.0,53.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-jelly,33486/","https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-jelly,33486/"
223,38,2986,Breakfast,"Spinach, Banana, and Peanut Butter Protein Shake","https://www.eatthismuch.com/food/browse/?q=Spinach,%20Banana,%20and%20Peanut%20Butter%20Protein%20Shake","Spinach, Banana, and Peanut Butter Protein Shake",423.0,381.0,180.0,333.0,53.0,"https://www.eatthismuch.com/recipe/nutrition/spinach-banana-and-peanut-butter-protein-shake,927828/","https://www.eatthismuch.com/recipe/nutrition/spinach-banana-and-peanut-butter-protein-shake,927828/"
224,38,2986,Lunch,Quick Avocado Tuna Sandwich,https://www.eatthismuch.com/food/browse/?q=Quick%20Avocado%20Tuna%20Sandwich,Quick Avocado Tuna Sandwich,426.0,366.0,146.0,392.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/","https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/"
225,38,2986,Dinner,High Protein Pita Pizza,https://www.eatthismuch.com/food/browse/?q=High%20Protein%20Pita%20Pizza,High Protein Pita Pizza,722.0,430.0,390.0,508.0,60.0,"https://www.eatthismuch.com/recipe/nutrition/high-protein-pita-pizza,34678/","https://www.eatthismuch.com/recipe/nutrition/high-protein-pita-pizza,34678/"
226,38,2986,Dinner,Easy Hard-Boiled Eggs,https://www.eatthismuch.com/food/browse/?q=Easy%20Hard-Boiled%20Eggs,Easy Hard-Boiled Eggs,72.0,4.0,48.0,63.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/easy-hard-boiled-eggs,36640/","https://www.eatthismuch.com/recipe/nutrition/easy-hard-boiled-eggs,36640/"
227,38,2986,Snack,Tuna & White Bean Salad,https://www.eatthismuch.com/food/browse/?q=Tuna%20White%20Bean%20Salad,Tuna & White Bean Salad,211.0,275.0,41.0,174.0,69.0,"https://www.eatthismuch.com/recipe/nutrition/tuna-white-bean-salad,1487123/","https://www.eatthismuch.com/recipe/nutrition/tuna-white-bean-salad,1487123/"
228,39,2996,Breakfast,"Bacon, Egg, and Cheese Breakfast Bagel","https://www.eatthismuch.com/food/browse/?q=Bacon,%20Egg,%20and%20Cheese%20Breakfast%20Bagel","Bacon, Egg, and Cheese Breakfast Bagel",877.0,598.0,448.0,562.0,24.0,"https://www.eatthismuch.com/recipe/nutrition/bacon-egg-and-cheese-breakfast-bagel,1015949/","https://www.eatthismuch.com/recipe/nutrition/bacon-egg-and-cheese-breakfast-bagel,1015949/"
229,39,2996,Lunch,Roast Beef and Cheddar Sandwich,https://www.eatthismuch.com/food/browse/?q=Roast%20Beef%20and%20Cheddar%20Sandwich,Roast Beef and Cheddar Sandwich,450.0,254.0,198.0,413.0,39.0,"https://www.eatthismuch.com/recipe/nutrition/roast-beef-and-cheddar-sandwich,906002/","https://www.eatthismuch.com/recipe/nutrition/roast-beef-and-cheddar-sandwich,906002/"
230,39,2996,Lunch,Cinnamon Apple Delight,https://www.eatthismuch.com/food/browse/?q=Cinnamon%20Apple%20Delight,Cinnamon Apple Delight,224.0,386.0,11.0,180.0,64.0,"https://www.eatthismuch.com/recipe/nutrition/cinnamon-apple-delight,46501/","https://www.eatthismuch.com/recipe/nutrition/cinnamon-apple-delight,46501/"
231,39,2996,Dinner,Beef Stir Fry,https://www.eatthismuch.com/food/browse/?q=Beef%20Stir%20Fry,Beef Stir Fry,293.0,291.0,87.0,236.0,86.0,"https://www.eatthismuch.com/recipe/nutrition/beef-stir-fry,33767/","https://www.eatthismuch.com/recipe/nutrition/beef-stir-fry,33767/"
232,39,2996,Dinner,Sautéed Kale,https://www.eatthismuch.com/food/browse/?q=Sautéed%20Kale,Sautéed Kale,71.0,22.0,69.0,9.0,6.0,"https://www.eatthismuch.com/recipe/nutrition/sauteed-kale,906652/","https://www.eatthismuch.com/recipe/nutrition/sauteed-kale,906652/"
233,39,2996,Snack,Breakfast Greek Yogurt Delight,https://www.eatthismuch.com/food/browse/?q=Breakfast%20Greek%20Yogurt%20Delight,Breakfast Greek Yogurt Delight,423.0,374.0,180.0,325.0,45.0,"https://www.eatthismuch.com/recipe/nutrition/breakfast-greek-yogurt-delight,937020/","https://www.eatthismuch.com/recipe/nutrition/breakfast-greek-yogurt-delight,937020/"
234,40,3015,Breakfast,Tropical protein smoothie,https://www.eatthismuch.com/food/browse/?q=Tropical%20protein%20smoothie,Tropical protein smoothie,425.0,769.0,22.0,284.0,57.0,"https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/","https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/"
235,40,3015,Lunch,Big PB&J Sandwich,https://www.eatthismuch.com/food/browse/?q=Big%20PB&J%20Sandwich,Big Bad Bean Burrito,244.0,309.0,119.0,76.0,113.0,"https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/","https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/"
236,40,3015,Lunch,Carrots with Hummus,https://www.eatthismuch.com/food/browse/?q=Carrots%20with%20Hummus,Carrots with Hummus,175.0,224.0,75.0,71.0,79.0,"https://www.eatthismuch.com/recipe/nutrition/carrots-with-hummus,34111/","https://www.eatthismuch.com/recipe/nutrition/carrots-with-hummus,34111/"
237,40,3015,Dinner,Spicy Chicken Salad,https://www.eatthismuch.com/food/browse/?q=Spicy%20Chicken%20Salad,Spicy Chicken Salad,466.0,127.0,199.0,547.0,17.0,"https://www.eatthismuch.com/recipe/nutrition/spicy-chicken-salad,983901/","https://www.eatthismuch.com/recipe/nutrition/spicy-chicken-salad,983901/"
238,40,3015,Snack,Corn Flakes,https://www.eatthismuch.com/food/browse/?q=Corn%20Flakes,Corn Flakes,222.0,353.0,50.0,101.0,9.0,"https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/","https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/"
239,41,2988,Breakfast,Turkey and Cheese Omelet,https://www.eatthismuch.com/food/browse/?q=Turkey%20and%20Cheese%20Omelet,"Eggs, Cheese, Turkey Sausage Omelet",368.0,23.0,245.0,325.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/eggs-cheese-turkey-sausage-omelet,35583/","https://www.eatthismuch.com/recipe/nutrition/eggs-cheese-turkey-sausage-omelet,35583/"
240,41,2988,Breakfast,Nonfat yogurt,https://www.eatthismuch.com/food/browse/?q=Nonfat%20yogurt,Nonfat yogurt,137.0,188.0,4.0,140.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/nonfat-yogurt,473055/","https://www.eatthismuch.com/recipe/nutrition/nonfat-yogurt,473055/"
241,41,2988,Lunch,Turkey Sandwich,https://www.eatthismuch.com/food/browse/?q=Turkey%20Sandwich,Turkey Sausage and Pesto Breakfast Sandwich,259.0,266.0,125.0,103.0,24.0,"https://www.eatthismuch.com/recipe/nutrition/turkey-sausage-and-pesto-breakfast-sandwich,906514/","https://www.eatthismuch.com/recipe/nutrition/turkey-sausage-and-pesto-breakfast-sandwich,906514/"
242,41,2988,Lunch,Grapes,https://www.eatthismuch.com/food/browse/?q=Grapes,Grapes,104.0,273.0,2.0,11.0,14.0,"https://www.eatthismuch.com/recipe/nutrition/grapes,474464/","https://www.eatthismuch.com/recipe/nutrition/grapes,474464/"
243,41,2988,Dinner,Cheesy Chicken and Spinach,https://www.eatthismuch.com/food/browse/?q=Cheesy%20Chicken%20and%20Spinach,Cheesy Chicken and Spinach,508.0,77.0,247.0,622.0,24.0,"https://www.eatthismuch.com/recipe/nutrition/cheesy-chicken-and-spinach,33936/","https://www.eatthismuch.com/recipe/nutrition/cheesy-chicken-and-spinach,33936/"
244,41,2988,Dinner,Fried Ripe Plantains,https://www.eatthismuch.com/food/browse/?q=Fried%20Ripe%20Plantains,Fried Ripe Plantains,342.0,571.0,147.0,23.0,41.0,"https://www.eatthismuch.com/recipe/nutrition/fried-ripe-plantains,854446/","https://www.eatthismuch.com/recipe/nutrition/fried-ripe-plantains,854446/"
245,41,2988,Snack,Ham and cheese sandwich,https://www.eatthismuch.com/food/browse/?q=Ham%20and%20cheese%20sandwich,Ham & Cheese Sandwich,300.0,254.0,138.0,183.0,37.0,"https://www.eatthismuch.com/recipe/nutrition/ham-cheese-sandwich,412953/","https://www.eatthismuch.com/recipe/nutrition/ham-cheese-sandwich,412953/"
246,42,3015,Breakfast,Bagel with Cream Cheese and Lox,https://www.eatthismuch.com/food/browse/?q=Bagel%20with%20Cream%20Cheese%20and%20Lox,Bagel with Cream Cheese and Lox,387.0,574.0,78.0,212.0,17.0,"https://www.eatthismuch.com/recipe/nutrition/bagel-with-cream-cheese-and-lox,906737/","https://www.eatthismuch.com/recipe/nutrition/bagel-with-cream-cheese-and-lox,906737/"
247,42,3015,Lunch,Quick Salsa Tuna Wrap,https://www.eatthismuch.com/food/browse/?q=Quick%20Salsa%20Tuna%20Wrap,Quick Salsa Tuna Wrap,372.0,260.0,115.0,413.0,17.0,"https://www.eatthismuch.com/recipe/nutrition/quick-salsa-tuna-wrap,1012835/","https://www.eatthismuch.com/recipe/nutrition/quick-salsa-tuna-wrap,1012835/"
248,42,3015,Dinner,Pasta with Red Sauce and Mozzarella,https://www.eatthismuch.com/food/browse/?q=Pasta%20with%20Red%20Sauce%20and%20Mozzarella,Pasta with Red Sauce and Mozzarella,309.0,476.0,72.0,161.0,86.0,"https://www.eatthismuch.com/recipe/nutrition/pasta-with-red-sauce-and-mozzarella,907167/","https://www.eatthismuch.com/recipe/nutrition/pasta-with-red-sauce-and-mozzarella,907167/"
249,42,3015,Dinner,Broccoli with Cheddar Cheese,https://www.eatthismuch.com/food/browse/?q=Broccoli%20with%20Cheddar%20Cheese,Broccoli with Cheddar Cheese,237.0,140.0,160.0,137.0,76.0,"https://www.eatthismuch.com/recipe/nutrition/broccoli-with-cheddar-cheese,207466/","https://www.eatthismuch.com/recipe/nutrition/broccoli-with-cheddar-cheese,207466/"
250,42,3015,Snack,Honey Strawberry Smoothie,https://www.eatthismuch.com/food/browse/?q=Honey%20Strawberry%20Smoothie,Honey Strawberry Smoothie,282.0,332.0,125.0,109.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/honey-strawberry-smoothie,939666/","https://www.eatthismuch.com/recipe/nutrition/honey-strawberry-smoothie,939666/"
251,42,3015,Snack,Oranges,https://www.eatthismuch.com/food/browse/?q=Oranges,Oranges,62.0,154.0,2.0,12.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/oranges,477502/","https://www.eatthismuch.com/recipe/nutrition/oranges,477502/"
252,43,3017,Breakfast,Fried Egg and Ham Sandwich,https://www.eatthismuch.com/food/browse/?q=Fried%20Egg%20and%20Ham%20Sandwich,Fried Egg and Ham Sandwich,408.0,279.0,183.0,311.0,34.0,"https://www.eatthismuch.com/recipe/nutrition/fried-egg-and-ham-sandwich,906087/","https://www.eatthismuch.com/recipe/nutrition/fried-egg-and-ham-sandwich,906087/"
253,43,3017,Lunch,Vanilla protein milkshake,https://www.eatthismuch.com/food/browse/?q=Vanilla%20protein%20milkshake,Vanilla protein milkshake,379.0,371.0,95.0,357.0,2.0,"https://www.eatthismuch.com/recipe/nutrition/vanilla-protein-milkshake,34675/","https://www.eatthismuch.com/recipe/nutrition/vanilla-protein-milkshake,34675/"
254,43,3017,Dinner,Oriental Chicken Stir-Fry,https://www.eatthismuch.com/food/browse/?q=Oriental%20Chicken%20Stir-Fry,Oriental Chicken Stir-Fry,362.0,300.0,107.0,356.0,89.0,"https://www.eatthismuch.com/recipe/nutrition/oriental-chicken-stir-fry,34095/","https://www.eatthismuch.com/recipe/nutrition/oriental-chicken-stir-fry,34095/"
255,43,3017,Snack,Strawberry Oatmeal Breakfast Smoothie,https://www.eatthismuch.com/food/browse/?q=Strawberry%20Oatmeal%20Breakfast%20Smoothie,Strawberry Smoothie,986.0,724.0,626.0,413.0,165.0,"https://www.eatthismuch.com/recipe/nutrition/strawberry-smoothie,948544/","https://www.eatthismuch.com/recipe/nutrition/strawberry-smoothie,948544/"
256,43,3017,Snack,Almonds,https://www.eatthismuch.com/food/browse/?q=Almonds,Almonds,164.0,61.0,142.0,60.0,35.0,"https://www.eatthismuch.com/recipe/nutrition/almonds,524950/","https://www.eatthismuch.com/recipe/nutrition/almonds,524950/"
257,44,2979,Breakfast,Vanilla Banana Milkshake,https://www.eatthismuch.com/food/browse/?q=Vanilla%20Banana%20Milkshake,Vanilla Banana Milkshake,364.0,610.0,89.0,130.0,33.0,"https://www.eatthismuch.com/recipe/nutrition/vanilla-banana-milkshake,906702/","https://www.eatthismuch.com/recipe/nutrition/vanilla-banana-milkshake,906702/"
258,44,2979,Breakfast,Pecans,https://www.eatthismuch.com/food/browse/?q=Pecans,Pecans,196.0,39.0,204.0,26.0,27.0,"https://www.eatthismuch.com/recipe/nutrition/pecans,532146/","https://www.eatthismuch.com/recipe/nutrition/pecans,532146/"
259,44,2979,Lunch,Salami and Gouda Sandwich,https://www.eatthismuch.com/food/browse/?q=Salami%20and%20Gouda%20Sandwich,Salami and Gouda Sandwich,315.0,213.0,193.0,172.0,45.0,"https://www.eatthismuch.com/recipe/nutrition/salami-and-gouda-sandwich,906101/","https://www.eatthismuch.com/recipe/nutrition/salami-and-gouda-sandwich,906101/"
260,44,2979,Lunch,Peanut Butter & Celery,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20Celery,Peanut Butter & Celery,209.0,107.0,162.0,86.0,46.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/","https://www.eatthismuch.com/recipe/nutrition/peanut-butter-celery,34219/"
261,44,2979,Dinner,Easy Cheesy Mixed Vegetables,https://www.eatthismuch.com/food/browse/?q=Easy%20Cheesy%20Mixed%20Vegetables,Easy Cheesy Mixed Vegetables,467.0,261.0,144.0,554.0,83.0,"https://www.eatthismuch.com/recipe/nutrition/easy-cheesy-mixed-vegetables,1011236/","https://www.eatthismuch.com/recipe/nutrition/easy-cheesy-mixed-vegetables,1011236/"
262,44,2979,Snack,Plain Tuna Salad,https://www.eatthismuch.com/food/browse/?q=Plain%20Tuna%20Salad,Plain Tuna Salad,179.0,23.0,48.0,322.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/plain-tuna-salad,905559/","https://www.eatthismuch.com/recipe/nutrition/plain-tuna-salad,905559/"
263,44,2979,Snack,Banana,https://www.eatthismuch.com/food/browse/?q=Banana,Banana,105.0,270.0,4.0,13.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/banana,474253/","https://www.eatthismuch.com/recipe/nutrition/banana,474253/"
