,0,1,2,3,4
0,0,2987,Breakfast,Banana oatmeal smoothie,https://www.eatthismuch.com/food/browse/?q=Banana%20oatmeal%20smoothie
1,0,2987,Lunch,Strawberry protein smoothie,https://www.eatthismuch.com/food/browse/?q=Strawberry%20protein%20smoothie
2,0,2987,Lunch,Peanut Butter & Celery,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20Celery
3,0,2987,Dinner,Easy Grilled Chicken Teriyaki,https://www.eatthismuch.com/food/browse/?q=Easy%20Grilled%20Chicken%20Teriyaki
4,0,2987,Dinner,Microwaved sweet potato,https://www.eatthismuch.com/food/browse/?q=Microwaved%20sweet%20potato
5,0,2987,Snack,Corn Flakes,https://www.eatthismuch.com/food/browse/?q=Corn%20Flakes
6,0,2987,Snack,Granola,https://www.eatthismuch.com/food/browse/?q=Granola
