,day,cals,type_meal,meal,link,title,Calories,Carbs,Fat,Protein,Fiber,receita,obs,Meal
442,74,2985,Dinner,Easy Cheesy Mixed Vegetables,https://www.eatthismuch.com/food/browse/?q=Easy%20Cheesy%20Mixed%20Vegetables,Easy Cheesy Mixed Vegetables,1868.0,261.0,144.0,554.0,83.0,"https://www.eatthismuch.com/recipe/nutrition/easy-cheesy-mixed-vegetables,1011236/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-cheesy-mixed-vegetables,1011236/>Easy Cheesy Mixed Vegetables</a>"
443,74,2985,Snack,Basic protein shake,https://www.eatthismuch.com/food/browse/?q=Basic%20protein%20shake,Basic protein shake,242.0,147.0,58.0,320.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>"
444,74,2985,Snack,Grapes,https://www.eatthismuch.com/food/browse/?q=Grapes,Grapes,104.0,273.0,2.0,11.0,14.0,"https://www.eatthismuch.com/recipe/nutrition/grapes,474464/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>"
445,75,3023,Breakfast,"Ham, Pepper, and Tomato Scramble","https://www.eatthismuch.com/food/browse/?q=Ham,%20Pepper,%20and%20Tomato%20Scramble","Ham, Pepper, and Tomato Scramble",411.0,138.0,309.0,200.0,43.0,"https://www.eatthismuch.com/recipe/nutrition/ham-pepper-and-tomato-scramble,907206/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/ham-pepper-and-tomato-scramble,907206/>Ham, Pepper, and Tomato Scramble</a>"
446,75,3023,Breakfast,Nonfat greek yogurt,https://www.eatthismuch.com/food/browse/?q=Nonfat%20greek%20yogurt,Nonfat greek yogurt,142.0,86.0,9.0,245.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/nonfat-greek-yogurt,532933/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/nonfat-greek-yogurt,532933/>Nonfat greek yogurt</a>"
447,75,3023,Lunch,Cinnamon-Raisin Peanut Butter Sandwich,https://www.eatthismuch.com/food/browse/?q=Cinnamon-Raisin%20Peanut%20Butter%20Sandwich,Cinnamon-Raisin Peanut Butter Sandwich,1580.0,482.0,181.0,150.0,70.0,"https://www.eatthismuch.com/recipe/nutrition/cinnamon-raisin-peanut-butter-sandwich,36560/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cinnamon-raisin-peanut-butter-sandwich,36560/>Cinnamon-Raisin Peanut Butter Sandwich</a>"
448,75,3023,Lunch,Cheese slices,https://www.eatthismuch.com/food/browse/?q=Cheese%20slices,Cheese slices,460.0,4.0,96.0,68.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/cheese-slices,472320/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheese-slices,472320/>Cheese slices</a>"
449,75,3023,Dinner,Beef Stir Fry,https://www.eatthismuch.com/food/browse/?q=Beef%20Stir%20Fry,Beef Stir Fry,1172.0,291.0,87.0,236.0,86.0,"https://www.eatthismuch.com/recipe/nutrition/beef-stir-fry,33767/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/beef-stir-fry,33767/>Beef Stir Fry</a>"
450,75,3023,Dinner,Toast with Tomato and Hummus,https://www.eatthismuch.com/food/browse/?q=Toast%20with%20Tomato%20and%20Hummus,Toast with Tomato and Hummus,736.0,231.0,70.0,89.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/toast-with-tomato-and-hummus,906348/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/toast-with-tomato-and-hummus,906348/>Toast with Tomato and Hummus</a>"
451,75,3023,Snack,Peach Mango Orange Smoothie,https://www.eatthismuch.com/food/browse/?q=Peach%20Mango%20Orange%20Smoothie,Peach Mango Orange Smoothie,197.0,472.0,9.0,30.0,32.0,"https://www.eatthismuch.com/recipe/nutrition/peach-mango-orange-smoothie,907083/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peach-mango-orange-smoothie,907083/>Peach Mango Orange Smoothie</a>"
452,75,3023,Snack,Almonds,https://www.eatthismuch.com/food/browse/?q=Almonds,Almonds,164.0,61.0,142.0,60.0,35.0,"https://www.eatthismuch.com/recipe/nutrition/almonds,524950/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>"
453,76,2971,Breakfast,Ham and Egg Scramble,https://www.eatthismuch.com/food/browse/?q=Ham%20and%20Egg%20Scramble,Ham and Egg Scramble,291.0,55.0,162.0,290.0,6.0,"https://www.eatthismuch.com/recipe/nutrition/ham-and-egg-scramble,928005/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/ham-and-egg-scramble,928005/>Ham and Egg Scramble</a>"
454,76,2971,Breakfast,Nonfat yogurt,https://www.eatthismuch.com/food/browse/?q=Nonfat%20yogurt,Nonfat yogurt,137.0,188.0,4.0,140.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/nonfat-yogurt,473055/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/nonfat-yogurt,473055/>Nonfat yogurt</a>"
455,76,2971,Lunch,Ham and Cheese Sandwich with Spinach and Hummus,https://www.eatthismuch.com/food/browse/?q=Ham%20and%20Cheese%20Sandwich%20with%20Spinach%20and%20Hummus,Ham and Cheese Sandwich with Spinach and Hummus,1540.0,321.0,177.0,245.0,56.0,"https://www.eatthismuch.com/recipe/nutrition/ham-and-cheese-sandwich-with-spinach-and-hummus,906051/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/ham-and-cheese-sandwich-with-spinach-and-hummus,906051/>Ham and Cheese Sandwich with Spinach and Hummus</a>"
456,76,2971,Dinner,Honey-Mustard Sausage Kebabs,https://www.eatthismuch.com/food/browse/?q=Honey-Mustard%20Sausage%20Kebabs,Honey-Mustard Sausage Kebabs,1156.0,254.0,149.0,141.0,33.0,"https://www.eatthismuch.com/recipe/nutrition/honey-mustard-sausage-kebabs,45077/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/honey-mustard-sausage-kebabs,45077/>Honey-Mustard Sausage Kebabs</a>"
457,76,2971,Dinner,Onigiri Balls,https://www.eatthismuch.com/food/browse/?q=Onigiri%20Balls,Onigiri Balls,1528.0,815.0,5.0,89.0,52.0,"https://www.eatthismuch.com/recipe/nutrition/onigiri-balls,954015/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/onigiri-balls,954015/>Onigiri Balls</a>"
458,76,2971,Snack,Corn Flakes,https://www.eatthismuch.com/food/browse/?q=Corn%20Flakes,Corn Flakes,222.0,353.0,50.0,101.0,9.0,"https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>"
459,76,2971,Snack,Simple Spinach Salad,https://www.eatthismuch.com/food/browse/?q=Simple%20Spinach%20Salad,Simple Spinach Salad,161.0,86.0,140.0,36.0,34.0,"https://www.eatthismuch.com/recipe/nutrition/simple-spinach-salad,3087507/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/simple-spinach-salad,3087507/>Simple Spinach Salad</a>"
460,77,3002,Breakfast,Ham and Cottage Cheese Sandwich,https://www.eatthismuch.com/food/browse/?q=Ham%20and%20Cottage%20Cheese%20Sandwich,Ham and Cottage Cheese Sandwich,296.0,316.0,75.0,250.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/ham-and-cottage-cheese-sandwich,905920/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/ham-and-cottage-cheese-sandwich,905920/>Ham and Cottage Cheese Sandwich</a>"
461,77,3002,Breakfast,Baked Cinnamon Bananas,https://www.eatthismuch.com/food/browse/?q=Baked%20Cinnamon%20Bananas,Baked Cinnamon Bananas,154.0,407.0,4.0,14.0,45.0,"https://www.eatthismuch.com/recipe/nutrition/baked-cinnamon-bananas,906529/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/baked-cinnamon-bananas,906529/>Baked Cinnamon Bananas</a>"
462,77,3002,Lunch,Quick Buffalo Chicken Salad,https://www.eatthismuch.com/food/browse/?q=Quick%20Buffalo%20Chicken%20Salad,Quick Buffalo Chicken Salad,912.0,88.0,88.0,284.0,21.0,"https://www.eatthismuch.com/recipe/nutrition/quick-buffalo-chicken-salad,907110/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/quick-buffalo-chicken-salad,907110/>Quick Buffalo Chicken Salad</a>"
463,77,3002,Lunch,Peanut Butter & Carrots,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20Carrots,Peanut Butter & Carrots,964.0,192.0,163.0,89.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-carrots,386810/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-carrots,386810/>Peanut Butter & Carrots</a>"
464,77,3002,Dinner,BBQ Chicken Sandwich,https://www.eatthismuch.com/food/browse/?q=BBQ%20Chicken%20Sandwich,BBQ Chicken Sandwich,1880.0,402.0,149.0,418.0,49.0,"https://www.eatthismuch.com/recipe/nutrition/bbq-chicken-sandwich,50746/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/bbq-chicken-sandwich,50746/>BBQ Chicken Sandwich</a>"
465,77,3002,Snack,Vanilla protein milkshake,https://www.eatthismuch.com/food/browse/?q=Vanilla%20protein%20milkshake,Vanilla protein milkshake,379.0,371.0,95.0,357.0,2.0,"https://www.eatthismuch.com/recipe/nutrition/vanilla-protein-milkshake,34675/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/vanilla-protein-milkshake,34675/>Vanilla protein milkshake</a>"
466,78,3004,Breakfast,Orange-Vanilla Protein Smoothie,https://www.eatthismuch.com/food/browse/?q=Orange-Vanilla%20Protein%20Smoothie,Orange-Vanilla Protein Smoothie,390.0,594.0,18.0,274.0,15.0,"https://www.eatthismuch.com/recipe/nutrition/orange-vanilla-protein-smoothie,717903/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/orange-vanilla-protein-smoothie,717903/>Orange-Vanilla Protein Smoothie</a>"
467,78,3004,Lunch,Big PB&J Sandwich,https://www.eatthismuch.com/food/browse/?q=Big%20PB&J%20Sandwich,Big Bad Bean Burrito,976.0,309.0,119.0,76.0,113.0,"https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>"
468,78,3004,Lunch,Banana,https://www.eatthismuch.com/food/browse/?q=Banana,Banana,420.0,270.0,4.0,13.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/banana,474253/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana,474253/>Banana</a>"
469,78,3004,Dinner,Cheesy Chicken and Spinach,https://www.eatthismuch.com/food/browse/?q=Cheesy%20Chicken%20and%20Spinach,Cheesy Chicken and Spinach,2032.0,77.0,247.0,622.0,24.0,"https://www.eatthismuch.com/recipe/nutrition/cheesy-chicken-and-spinach,33936/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheesy-chicken-and-spinach,33936/>Cheesy Chicken and Spinach</a>"
470,78,3004,Snack,Granola,https://www.eatthismuch.com/food/browse/?q=Granola,Granola,139.0,151.0,68.0,42.0,26.0,"https://www.eatthismuch.com/recipe/nutrition/granola,473426/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/granola,473426/>Granola</a>"
471,78,3004,Snack,Grapes,https://www.eatthismuch.com/food/browse/?q=Grapes,Grapes,104.0,273.0,2.0,11.0,14.0,"https://www.eatthismuch.com/recipe/nutrition/grapes,474464/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>"
472,79,3010,Breakfast,Tasty Turkey & Spinach Omelet,https://www.eatthismuch.com/food/browse/?q=Tasty%20Turkey%20Spinach%20Omelet,Tasty Turkey & Spinach Omelet,425.0,188.0,175.0,471.0,29.0,"https://www.eatthismuch.com/recipe/nutrition/tasty-turkey-spinach-omelet,56672/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tasty-turkey-spinach-omelet,56672/>Tasty Turkey & Spinach Omelet</a>"
473,79,3010,Breakfast,Whole Wheat Toast,https://www.eatthismuch.com/food/browse/?q=Whole%20Wheat%20Toast,Whole Wheat Toast,71.0,120.0,10.0,35.0,17.0,"https://www.eatthismuch.com/recipe/nutrition/whole-wheat-toast,814308/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/whole-wheat-toast,814308/>Whole Wheat Toast</a>"
474,79,3010,Lunch,Cucumber Sandwich,https://www.eatthismuch.com/food/browse/?q=Cucumber%20Sandwich,Cucumber Sandwich,500.0,162.0,57.0,28.0,12.0,"https://www.eatthismuch.com/recipe/nutrition/cucumber-sandwich,210420/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cucumber-sandwich,210420/>Cucumber Sandwich</a>"
475,79,3010,Lunch,Apples and Almond Butter,https://www.eatthismuch.com/food/browse/?q=Apples%20and%20Almond%20Butter,Apples and Almond Butter,1164.0,311.0,181.0,72.0,77.0,"https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/apples-and-almond-butter,55276/>Apples and Almond Butter</a>"
476,79,3010,Dinner,Chicken Kabobs,https://www.eatthismuch.com/food/browse/?q=Chicken%20Kabobs,Chicken Kabobs,1140.0,333.0,37.0,283.0,28.0,"https://www.eatthismuch.com/recipe/nutrition/chicken-kabobs,33494/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/chicken-kabobs,33494/>Chicken Kabobs</a>"
477,79,3010,Dinner,Cheesy Salsa Rice,https://www.eatthismuch.com/food/browse/?q=Cheesy%20Salsa%20Rice,Cheesy Salsa Rice,1220.0,405.0,110.0,115.0,28.0,"https://www.eatthismuch.com/recipe/nutrition/cheesy-salsa-rice,39424/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheesy-salsa-rice,39424/>Cheesy Salsa Rice</a>"
478,79,3010,Snack,Vanilla Banana Milkshake,https://www.eatthismuch.com/food/browse/?q=Vanilla%20Banana%20Milkshake,Vanilla Banana Milkshake,364.0,610.0,89.0,130.0,33.0,"https://www.eatthismuch.com/recipe/nutrition/vanilla-banana-milkshake,906702/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/vanilla-banana-milkshake,906702/>Vanilla Banana Milkshake</a>"
479,80,3001,Breakfast,Strawberry Protein Shake,https://www.eatthismuch.com/food/browse/?q=Strawberry%20Protein%20Shake,Strawberry Banana Protein Shake,257.0,298.0,45.0,254.0,37.0,"https://www.eatthismuch.com/recipe/nutrition/strawberry-banana-protein-shake,949310/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/strawberry-banana-protein-shake,949310/>Strawberry Protein Shake</a>"
480,80,3001,Lunch,Big PB&J Sandwich,https://www.eatthismuch.com/food/browse/?q=Big%20PB&J%20Sandwich,Big Bad Bean Burrito,976.0,309.0,119.0,76.0,113.0,"https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>"
481,80,3001,Lunch,Banana,https://www.eatthismuch.com/food/browse/?q=Banana,Banana,420.0,270.0,4.0,13.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/banana,474253/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana,474253/>Banana</a>"
482,80,3001,Dinner,Gourmet Grilled Cheese,https://www.eatthismuch.com/food/browse/?q=Gourmet%20Grilled%20Cheese,Gourmet Grilled Cheese,1832.0,267.0,246.0,323.0,38.0,"https://www.eatthismuch.com/recipe/nutrition/gourmet-grilled-cheese,36733/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/gourmet-grilled-cheese,36733/>Gourmet Grilled Cheese</a>"
483,80,3001,Snack,Peanut Butter & Carrots,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20Carrots,Peanut Butter & Carrots,241.0,192.0,163.0,89.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-carrots,386810/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-carrots,386810/>Peanut Butter & Carrots</a>"
484,81,3026,Breakfast,Peanut Butter Protein Oats,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20Protein%20Oats,Peanut Butter Protein Oats,390.0,326.0,139.0,357.0,52.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/>Peanut Butter Protein Oats</a>"
485,81,3026,Lunch,Strawberry protein smoothie,https://www.eatthismuch.com/food/browse/?q=Strawberry%20protein%20smoothie,Tropical protein smoothie,1700.0,769.0,22.0,284.0,57.0,"https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>"
486,81,3026,Lunch,Cucumber Slices,https://www.eatthismuch.com/food/browse/?q=Cucumber%20Slices,Cucumber Slices,64.0,38.0,1.0,7.0,5.0,"https://www.eatthismuch.com/recipe/nutrition/cucumber-slices,1462006/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cucumber-slices,1462006/>Cucumber Slices</a>"
487,81,3026,Dinner,BLT sandwich,https://www.eatthismuch.com/food/browse/?q=BLT%20sandwich,BLT sandwich,1372.0,293.0,167.0,189.0,50.0,"https://www.eatthismuch.com/recipe/nutrition/turkey-bacon-blt-sandwich,905840/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-bacon-blt-sandwich,905840/>BLT sandwich</a>"
488,81,3026,Snack,Grapes,https://www.eatthismuch.com/food/browse/?q=Grapes,Grapes,104.0,273.0,2.0,11.0,14.0,"https://www.eatthismuch.com/recipe/nutrition/grapes,474464/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>"
489,81,3026,Snack,Almonds,https://www.eatthismuch.com/food/browse/?q=Almonds,Almonds,164.0,61.0,142.0,60.0,35.0,"https://www.eatthismuch.com/recipe/nutrition/almonds,524950/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>"
490,82,2981,Breakfast,Honey Strawberry Smoothie,https://www.eatthismuch.com/food/browse/?q=Honey%20Strawberry%20Smoothie,Honey Strawberry Smoothie,282.0,332.0,125.0,109.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/honey-strawberry-smoothie,939666/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/honey-strawberry-smoothie,939666/>Honey Strawberry Smoothie</a>"
491,82,2981,Breakfast,Morning Roasted Potatoes,https://www.eatthismuch.com/food/browse/?q=Morning%20Roasted%20Potatoes,Morning Roasted Potatoes,233.0,298.0,117.0,36.0,38.0,"https://www.eatthismuch.com/recipe/nutrition/morning-roasted-potatoes,36642/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/morning-roasted-potatoes,36642/>Morning Roasted Potatoes</a>"
492,82,2981,Lunch,Turkey and Provolone Sandwich,https://www.eatthismuch.com/food/browse/?q=Turkey%20and%20Provolone%20Sandwich,"Turkey, Provolone, and Sprout Sandwich",2228.0,473.0,263.0,346.0,114.0,"https://www.eatthismuch.com/recipe/nutrition/turkey-provolone-and-sprout-sandwich,1028373/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-provolone-and-sprout-sandwich,1028373/>Turkey and Provolone Sandwich</a>"
493,82,2981,Dinner,Easy Grilled Chicken Teriyaki,https://www.eatthismuch.com/food/browse/?q=Easy%20Grilled%20Chicken%20Teriyaki,Easy Grilled Chicken Teriyaki,1492.0,127.0,85.0,576.0,1.0,"https://www.eatthismuch.com/recipe/nutrition/easy-grilled-chicken-teriyaki,36663/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-grilled-chicken-teriyaki,36663/>Easy Grilled Chicken Teriyaki</a>"
494,82,2981,Dinner,"Zucchini ""Pasta""","https://www.eatthismuch.com/food/browse/?q=Zucchini%20""Pasta""","Zucchini ""Pasta""",828.0,167.0,98.0,143.0,43.0,"https://www.eatthismuch.com/recipe/nutrition/zucchini-pasta,55094/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/zucchini-pasta,55094/>Zucchini ""Pasta""</a>"
495,82,2981,Snack,Corn Flakes,https://www.eatthismuch.com/food/browse/?q=Corn%20Flakes,Corn Flakes,222.0,353.0,50.0,101.0,9.0,"https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>"
496,82,2981,Snack,Banana Almond Butter,https://www.eatthismuch.com/food/browse/?q=Banana%20Almond%20Butter,Banana Almond Butter,203.0,300.0,93.0,46.0,47.0,"https://www.eatthismuch.com/recipe/nutrition/banana-almond-butter,717739/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana-almond-butter,717739/>Banana Almond Butter</a>"
497,83,2973,Breakfast,Protein Breakfast Muffin,https://www.eatthismuch.com/food/browse/?q=Protein%20Breakfast%20Muffin,Gluten Free Chocolate Protein Muffins,180.0,197.0,32.0,200.0,21.0,"https://www.eatthismuch.com/recipe/nutrition/gluten-free-chocolate-protein-muffins,906330/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/gluten-free-chocolate-protein-muffins,906330/>Protein Breakfast Muffin</a>"
498,83,2973,Lunch,Quick Avocado Tuna Sandwich,https://www.eatthismuch.com/food/browse/?q=Quick%20Avocado%20Tuna%20Sandwich,Quick Avocado Tuna Sandwich,1704.0,366.0,146.0,392.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/>Quick Avocado Tuna Sandwich</a>"
499,83,2973,Dinner,Easy Chili,https://www.eatthismuch.com/food/browse/?q=Easy%20Chili,Easy Chili,1688.0,367.0,129.0,414.0,99.0,"https://www.eatthismuch.com/recipe/nutrition/easy-chili,1022433/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-chili,1022433/>Easy Chili</a>"
500,83,2973,Snack,Peanut Butter and Honey Toast,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20and%20Honey%20Toast,Peanut Butter and Honey Toast,276.0,339.0,134.0,89.0,32.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-honey-toast,905650/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-honey-toast,905650/>Peanut Butter and Honey Toast</a>"
501,83,2973,Snack,Nonfat greek yogurt,https://www.eatthismuch.com/food/browse/?q=Nonfat%20greek%20yogurt,Nonfat greek yogurt,142.0,86.0,9.0,245.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/nonfat-greek-yogurt,532933/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/nonfat-greek-yogurt,532933/>Nonfat greek yogurt</a>"
502,84,2995,Breakfast,Fried Egg and Ham Sandwich,https://www.eatthismuch.com/food/browse/?q=Fried%20Egg%20and%20Ham%20Sandwich,Fried Egg and Ham Sandwich,408.0,279.0,183.0,311.0,34.0,"https://www.eatthismuch.com/recipe/nutrition/fried-egg-and-ham-sandwich,906087/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/fried-egg-and-ham-sandwich,906087/>Fried Egg and Ham Sandwich</a>"
503,84,2995,Breakfast,Banana Almond Butter,https://www.eatthismuch.com/food/browse/?q=Banana%20Almond%20Butter,Banana Almond Butter,203.0,300.0,93.0,46.0,47.0,"https://www.eatthismuch.com/recipe/nutrition/banana-almond-butter,717739/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana-almond-butter,717739/>Banana Almond Butter</a>"
504,84,2995,Lunch,Quick Avocado Tuna Sandwich,https://www.eatthismuch.com/food/browse/?q=Quick%20Avocado%20Tuna%20Sandwich,Quick Avocado Tuna Sandwich,1704.0,366.0,146.0,392.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/>Quick Avocado Tuna Sandwich</a>"
505,84,2995,Dinner,Lavash Chicken Wrap,https://www.eatthismuch.com/food/browse/?q=Lavash%20Chicken%20Wrap,Lavash Chicken Wrap,1168.0,155.0,120.0,371.0,67.0,"https://www.eatthismuch.com/recipe/nutrition/lavash-chicken-wrap,3181012/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/lavash-chicken-wrap,3181012/>Lavash Chicken Wrap</a>"
506,84,2995,Dinner,Fast and Easy Spinach with Shallots,https://www.eatthismuch.com/food/browse/?q=Fast%20and%20Easy%20Spinach%20with%20Shallots,Fast and Easy Spinach with Shallots,216.0,44.0,37.0,23.0,19.0,"https://www.eatthismuch.com/recipe/nutrition/fast-and-easy-spinach-with-shallots,1472295/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/fast-and-easy-spinach-with-shallots,1472295/>Fast and Easy Spinach with Shallots</a>"
507,84,2995,Snack,Strawberry Banana Greek Yogurt with Honey,https://www.eatthismuch.com/food/browse/?q=Strawberry%20Banana%20Greek%20Yogurt%20with%20Honey,Strawberry Banana Greek Yogurt with Honey,284.0,600.0,13.0,139.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/strawberry-banana-greek-yogurt-with-honey,905715/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/strawberry-banana-greek-yogurt-with-honey,905715/>Strawberry Banana Greek Yogurt with Honey</a>"
508,84,2995,Snack,Cheese slices,https://www.eatthismuch.com/food/browse/?q=Cheese%20slices,Cheese slices,115.0,4.0,96.0,68.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/cheese-slices,472320/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheese-slices,472320/>Cheese slices</a>"
509,85,2982,Breakfast,"Turkey, Goat Cheese, and Spinach Egg White Omelet","https://www.eatthismuch.com/food/browse/?q=Turkey,%20Goat%20Cheese,%20and%20Spinach%20Egg%20White%20Omelet","Turkey, Goat Cheese, and Spinach Egg White Omelet",357.0,186.0,135.0,402.0,29.0,"https://www.eatthismuch.com/recipe/nutrition/turkey-goat-cheese-and-spinach-egg-white-omelet,3088080/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-goat-cheese-and-spinach-egg-white-omelet,3088080/>Turkey, Goat Cheese, and Spinach Egg White Omelet</a>"
510,85,2982,Breakfast,Oranges,https://www.eatthismuch.com/food/browse/?q=Oranges,Oranges,62.0,154.0,2.0,12.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/oranges,477502/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/oranges,477502/>Oranges</a>"
511,85,2982,Lunch,Peanut butter and jelly,https://www.eatthismuch.com/food/browse/?q=Peanut%20butter%20and%20jelly,Peanut butter and jelly,1484.0,417.0,184.0,124.0,53.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-jelly,33486/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-jelly,33486/>Peanut butter and jelly</a>"
