,day,cals,type_meal,meal,link,title,Calories,Carbs,Fat,Protein,Fiber,receita,obs,Meal
179,30,2976,Breakfast,Buttered Toast,https://www.eatthismuch.com/food/browse/?q=Buttered%20Toast,Buttered Toast,121.0,120.0,67.0,35.0,17.0,"https://www.eatthismuch.com/recipe/nutrition/buttered-toast,254567/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/buttered-toast,254567/>Buttered Toast</a>"
180,30,2976,Lunch,Chicken and avocado salad,https://www.eatthismuch.com/food/browse/?q=Chicken%20and%20avocado%20salad,Avocado Chicken Salad,2292.0,116.0,344.0,551.0,67.0,"https://www.eatthismuch.com/recipe/nutrition/avocado-chicken-salad,924564/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/avocado-chicken-salad,924564/>Chicken and avocado salad</a>"
181,30,2976,Dinner,Tuna Macaroni Goulash,https://www.eatthismuch.com/food/browse/?q=Tuna%20Macaroni%20Goulash,Tuna Macaroni Goulash,1332.0,538.0,35.0,249.0,48.0,"https://www.eatthismuch.com/recipe/nutrition/tuna-macaroni-goulash,34719/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tuna-macaroni-goulash,34719/>Tuna Macaroni Goulash</a>"
182,30,2976,Snack,Basic protein shake,https://www.eatthismuch.com/food/browse/?q=Basic%20protein%20shake,Basic protein shake,242.0,147.0,58.0,320.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/basic-protein-shake,34528/>Basic protein shake</a>"
183,31,2973,Breakfast,English Muffin Ham Breakfast Sandwich,https://www.eatthismuch.com/food/browse/?q=English%20Muffin%20Ham%20Breakfast%20Sandwich,English Muffin Ham Breakfast Sandwich,513.0,309.0,276.0,361.0,55.0,"https://www.eatthismuch.com/recipe/nutrition/english-muffin-ham-breakfast-sandwich,927307/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/english-muffin-ham-breakfast-sandwich,927307/>English Muffin Ham Breakfast Sandwich</a>"
184,31,2973,Breakfast,Nonfat greek yogurt,https://www.eatthismuch.com/food/browse/?q=Nonfat%20greek%20yogurt,Nonfat greek yogurt,142.0,86.0,9.0,245.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/nonfat-greek-yogurt,532933/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/nonfat-greek-yogurt,532933/>Nonfat greek yogurt</a>"
185,31,2973,Lunch,Ham and cheese sandwich,https://www.eatthismuch.com/food/browse/?q=Ham%20and%20cheese%20sandwich,Ham & Cheese Sandwich,1200.0,254.0,138.0,183.0,37.0,"https://www.eatthismuch.com/recipe/nutrition/ham-cheese-sandwich,412953/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/ham-cheese-sandwich,412953/>Ham and cheese sandwich</a>"
186,31,2973,Dinner,Burrito Bowl,https://www.eatthismuch.com/food/browse/?q=Burrito%20Bowl,Burrito Bowl,1276.0,554.0,49.0,170.0,140.0,"https://www.eatthismuch.com/recipe/nutrition/burrito-bowl,946492/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/burrito-bowl,946492/>Burrito Bowl</a>"
187,31,2973,Dinner,Cauliflower Mash,https://www.eatthismuch.com/food/browse/?q=Cauliflower%20Mash,Classic Mashed Cauliflower,384.0,73.0,72.0,28.0,29.0,"https://www.eatthismuch.com/recipe/nutrition/classic-mashed-cauliflower,33952/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/classic-mashed-cauliflower,33952/>Cauliflower Mash</a>"
188,31,2973,Snack,"Date, Almond, and Cocoa Bliss Balls","https://www.eatthismuch.com/food/browse/?q=Date,%20Almond,%20and%20Cocoa%20Bliss%20Balls","Date, Almond, and Cocoa Bliss Balls",229.0,463.0,66.0,31.0,58.0,"https://www.eatthismuch.com/recipe/nutrition/date-almond-and-cocoa-bliss-balls,974523/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/date-almond-and-cocoa-bliss-balls,974523/>Date, Almond, and Cocoa Bliss Balls</a>"
189,31,2973,Snack,Banana,https://www.eatthismuch.com/food/browse/?q=Banana,Banana,105.0,270.0,4.0,13.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/banana,474253/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/banana,474253/>Banana</a>"
190,32,2976,Breakfast,Blueberry and Sunflower Seed Steel Cut Oatmeal,https://www.eatthismuch.com/food/browse/?q=Blueberry%20and%20Sunflower%20Seed%20Steel%20Cut%20Oatmeal,Blueberry and Sunflower Seed Steel Cut Oatmeal,443.0,388.0,182.0,346.0,75.0,"https://www.eatthismuch.com/recipe/nutrition/blueberry-and-sunflower-seed-steel-cut-oatmeal,1030027/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/blueberry-and-sunflower-seed-steel-cut-oatmeal,1030027/>Blueberry and Sunflower Seed Steel Cut Oatmeal</a>"
191,32,2976,Lunch,Coconut Milk Protein Shake,https://www.eatthismuch.com/food/browse/?q=Coconut%20Milk%20Protein%20Shake,Coconut Milk Protein Shake,1440.0,190.0,80.0,510.0,20.0,"https://www.eatthismuch.com/recipe/nutrition/coconut-milk-protein-shake,34529/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/coconut-milk-protein-shake,34529/>Coconut Milk Protein Shake</a>"
192,32,2976,Dinner,Chicken & Mayo Bagel,https://www.eatthismuch.com/food/browse/?q=Chicken%20Mayo%20Bagel,Chicken & Mayo Bagel,2492.0,607.0,114.0,650.0,35.0,"https://www.eatthismuch.com/recipe/nutrition/chicken-mayo-bagel,34762/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/chicken-mayo-bagel,34762/>Chicken & Mayo Bagel</a>"
193,32,2976,Dinner,Garlic Roasted Brussels Sprouts,https://www.eatthismuch.com/food/browse/?q=Garlic%20Roasted%20Brussels%20Sprouts,Garlic Roasted Brussels Sprouts,648.0,89.0,138.0,32.0,34.0,"https://www.eatthismuch.com/recipe/nutrition/garlic-roasted-brussels-sprouts,412930/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/garlic-roasted-brussels-sprouts,412930/>Garlic Roasted Brussels Sprouts</a>"
194,32,2976,Snack,Keto Avocado Pepperoni Salad,https://www.eatthismuch.com/food/browse/?q=Keto%20Avocado%20Pepperoni%20Salad,Keto Avocado Pepperoni Salad,344.0,67.0,289.0,156.0,47.0,"https://www.eatthismuch.com/recipe/nutrition/keto-avocado-pepperoni-salad,1467795/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/keto-avocado-pepperoni-salad,1467795/>Keto Avocado Pepperoni Salad</a>"
195,32,2976,Snack,Cinnamon Apple Bites,https://www.eatthismuch.com/food/browse/?q=Cinnamon%20Apple%20Bites,Cinnamon Apple Bites,81.0,216.0,2.0,5.0,28.0,"https://www.eatthismuch.com/recipe/nutrition/cinnamon-apple-bites,39304/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cinnamon-apple-bites,39304/>Cinnamon Apple Bites</a>"
196,33,3003,Breakfast,"Spinach, Banana, and Peanut Butter Protein Shake","https://www.eatthismuch.com/food/browse/?q=Spinach,%20Banana,%20and%20Peanut%20Butter%20Protein%20Shake","Spinach, Banana, and Peanut Butter Protein Shake",423.0,381.0,180.0,333.0,53.0,"https://www.eatthismuch.com/recipe/nutrition/spinach-banana-and-peanut-butter-protein-shake,927828/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/spinach-banana-and-peanut-butter-protein-shake,927828/>Spinach, Banana, and Peanut Butter Protein Shake</a>"
197,33,3003,Lunch,Big PB&J Sandwich,https://www.eatthismuch.com/food/browse/?q=Big%20PB&J%20Sandwich,Big Bad Bean Burrito,976.0,309.0,119.0,76.0,113.0,"https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>"
198,33,3003,Lunch,Almonds,https://www.eatthismuch.com/food/browse/?q=Almonds,Almonds,656.0,61.0,142.0,60.0,35.0,"https://www.eatthismuch.com/recipe/nutrition/almonds,524950/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/almonds,524950/>Almonds</a>"
199,33,3003,Dinner,Easy Cheesy Mixed Vegetables,https://www.eatthismuch.com/food/browse/?q=Easy%20Cheesy%20Mixed%20Vegetables,Easy Cheesy Mixed Vegetables,1868.0,261.0,144.0,554.0,83.0,"https://www.eatthismuch.com/recipe/nutrition/easy-cheesy-mixed-vegetables,1011236/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-cheesy-mixed-vegetables,1011236/>Easy Cheesy Mixed Vegetables</a>"
200,33,3003,Snack,Corn Flakes,https://www.eatthismuch.com/food/browse/?q=Corn%20Flakes,Corn Flakes,222.0,353.0,50.0,101.0,9.0,"https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>"
201,34,2999,Breakfast,"Peanut Butter, Banana, and Flax Green Smoothie","https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter,%20Banana,%20and%20Flax%20Green%20Smoothie","Peanut Butter, Banana, and Flax Green Smoothie",280.0,386.0,127.0,86.0,81.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-banana-and-flax-green-smoothie,950253/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-banana-and-flax-green-smoothie,950253/>Peanut Butter, Banana, and Flax Green Smoothie</a>"
202,34,2999,Breakfast,Buttered Toast with Cinnamon,https://www.eatthismuch.com/food/browse/?q=Buttered%20Toast%20with%20Cinnamon,Buttered Toast with Cinnamon,144.0,182.0,56.0,56.0,33.0,"https://www.eatthismuch.com/recipe/nutrition/buttered-toast-with-cinnamon,906422/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/buttered-toast-with-cinnamon,906422/>Buttered Toast with Cinnamon</a>"
203,34,2999,Lunch,Turkey and Provolone Sandwich,https://www.eatthismuch.com/food/browse/?q=Turkey%20and%20Provolone%20Sandwich,"Turkey, Provolone, and Sprout Sandwich",2228.0,473.0,263.0,346.0,114.0,"https://www.eatthismuch.com/recipe/nutrition/turkey-provolone-and-sprout-sandwich,1028373/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-provolone-and-sprout-sandwich,1028373/>Turkey and Provolone Sandwich</a>"
204,34,2999,Dinner,Monte Cristo sandwich,https://www.eatthismuch.com/food/browse/?q=Monte%20Cristo%20sandwich,Monte Cristo sandwich,2204.0,300.0,313.0,363.0,45.0,"https://www.eatthismuch.com/recipe/nutrition/monte-cristo-sandwich,33517/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/monte-cristo-sandwich,33517/>Monte Cristo sandwich</a>"
205,34,2999,Snack,Strawberry protein smoothie,https://www.eatthismuch.com/food/browse/?q=Strawberry%20protein%20smoothie,Tropical protein smoothie,425.0,769.0,22.0,284.0,57.0,"https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>"
206,35,3014,Breakfast,Honey Strawberry Smoothie,https://www.eatthismuch.com/food/browse/?q=Honey%20Strawberry%20Smoothie,Honey Strawberry Smoothie,282.0,332.0,125.0,109.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/honey-strawberry-smoothie,939666/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/honey-strawberry-smoothie,939666/>Honey Strawberry Smoothie</a>"
207,35,3014,Breakfast,Cheese On Toast,https://www.eatthismuch.com/food/browse/?q=Cheese%20On%20Toast,Cheese On Toast,257.0,183.0,151.0,123.0,31.0,"https://www.eatthismuch.com/recipe/nutrition/cheese-on-toast,906474/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheese-on-toast,906474/>Cheese On Toast</a>"
208,35,3014,Lunch,Quick Avocado Tuna Sandwich,https://www.eatthismuch.com/food/browse/?q=Quick%20Avocado%20Tuna%20Sandwich,Quick Avocado Tuna Sandwich,1704.0,366.0,146.0,392.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/>Quick Avocado Tuna Sandwich</a>"
209,35,3014,Dinner,Five Ingredient Pasta Toss,https://www.eatthismuch.com/food/browse/?q=Five%20Ingredient%20Pasta%20Toss,Five Ingredient Pasta Toss,1964.0,766.0,149.0,185.0,72.0,"https://www.eatthismuch.com/recipe/nutrition/five-ingredient-pasta-toss,45537/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/five-ingredient-pasta-toss,45537/>Five Ingredient Pasta Toss</a>"
210,35,3014,Dinner,Broccoli with Cheddar Cheese,https://www.eatthismuch.com/food/browse/?q=Broccoli%20with%20Cheddar%20Cheese,Broccoli with Cheddar Cheese,948.0,140.0,160.0,137.0,76.0,"https://www.eatthismuch.com/recipe/nutrition/broccoli-with-cheddar-cheese,207466/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/broccoli-with-cheddar-cheese,207466/>Broccoli with Cheddar Cheese</a>"
211,35,3014,Snack,Peppered Cottage Cheese,https://www.eatthismuch.com/food/browse/?q=Peppered%20Cottage%20Cheese,Peppered Cottage Cheese,201.0,148.0,53.0,245.0,13.0,"https://www.eatthismuch.com/recipe/nutrition/peppered-cottage-cheese,1522297/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peppered-cottage-cheese,1522297/>Peppered Cottage Cheese</a>"
212,36,2976,Breakfast,Breakfast Oatmeal with Milk and Blueberries,https://www.eatthismuch.com/food/browse/?q=Breakfast%20Oatmeal%20with%20Milk%20and%20Blueberries,Breakfast Oatmeal with Milk and Blueberries,361.0,597.0,101.0,134.0,89.0,"https://www.eatthismuch.com/recipe/nutrition/breakfast-oatmeal-with-milk-and-blueberries,905940/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/breakfast-oatmeal-with-milk-and-blueberries,905940/>Breakfast Oatmeal with Milk and Blueberries</a>"
213,36,2976,Lunch,Strawberry protein smoothie,https://www.eatthismuch.com/food/browse/?q=Strawberry%20protein%20smoothie,Tropical protein smoothie,1700.0,769.0,22.0,284.0,57.0,"https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Strawberry protein smoothie</a>"
214,36,2976,Dinner,Prosciutto Sandwich with Spinach,https://www.eatthismuch.com/food/browse/?q=Prosciutto%20Sandwich%20with%20Spinach,Prosciutto Sandwich with Spinach,1696.0,335.0,187.0,297.0,26.0,"https://www.eatthismuch.com/recipe/nutrition/prosciutto-sandwich-with-spinach,412945/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/prosciutto-sandwich-with-spinach,412945/>Prosciutto Sandwich with Spinach</a>"
215,36,2976,Dinner,Pan Fried Cabbage,https://www.eatthismuch.com/food/browse/?q=Pan%20Fried%20Cabbage,Pan Fried Cabbage,436.0,112.0,72.0,18.0,34.0,"https://www.eatthismuch.com/recipe/nutrition/pan-fried-cabbage,905708/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/pan-fried-cabbage,905708/>Pan Fried Cabbage</a>"
216,36,2976,Snack,Sunrise Smoothie,https://www.eatthismuch.com/food/browse/?q=Sunrise%20Smoothie,Raspberry Mango Sunrise Smoothie,195.0,428.0,19.0,54.0,82.0,"https://www.eatthismuch.com/recipe/nutrition/raspberry-mango-sunrise-smoothie,936059/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/raspberry-mango-sunrise-smoothie,936059/>Sunrise Smoothie</a>"
217,36,2976,Snack,Cucumber Slices,https://www.eatthismuch.com/food/browse/?q=Cucumber%20Slices,Cucumber Slices,16.0,38.0,1.0,7.0,5.0,"https://www.eatthismuch.com/recipe/nutrition/cucumber-slices,1462006/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cucumber-slices,1462006/>Cucumber Slices</a>"
218,37,3005,Breakfast,Peanut Butter Protein Oats,https://www.eatthismuch.com/food/browse/?q=Peanut%20Butter%20Protein%20Oats,Peanut Butter Protein Oats,390.0,326.0,139.0,357.0,52.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-protein-oats,905819/>Peanut Butter Protein Oats</a>"
219,37,3005,Lunch,Quick Avocado Tuna Sandwich,https://www.eatthismuch.com/food/browse/?q=Quick%20Avocado%20Tuna%20Sandwich,Quick Avocado Tuna Sandwich,1704.0,366.0,146.0,392.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/>Quick Avocado Tuna Sandwich</a>"
220,37,3005,Dinner,Honey Pecan Chicken Breast,https://www.eatthismuch.com/food/browse/?q=Honey%20Pecan%20Chicken%20Breast,Honey Pecan Chicken Breast,1544.0,303.0,168.0,289.0,11.0,"https://www.eatthismuch.com/recipe/nutrition/honey-pecan-chicken-breast,39310/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/honey-pecan-chicken-breast,39310/>Honey Pecan Chicken Breast</a>"
221,37,3005,Dinner,Sautéed Spinach with Onions,https://www.eatthismuch.com/food/browse/?q=Sautéed%20Spinach%20with%20Onions,Sautéed Spinach with Onions,924.0,96.0,214.0,20.0,21.0,"https://www.eatthismuch.com/recipe/nutrition/sauteed-spinach-with-onions,906139/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/sauteed-spinach-with-onions,906139/>Sautéed Spinach with Onions</a>"
222,37,3005,Snack,Peanut butter and jelly,https://www.eatthismuch.com/food/browse/?q=Peanut%20butter%20and%20jelly,Peanut butter and jelly,371.0,417.0,184.0,124.0,53.0,"https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-jelly,33486/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/peanut-butter-and-jelly,33486/>Peanut butter and jelly</a>"
223,38,2986,Breakfast,"Spinach, Banana, and Peanut Butter Protein Shake","https://www.eatthismuch.com/food/browse/?q=Spinach,%20Banana,%20and%20Peanut%20Butter%20Protein%20Shake","Spinach, Banana, and Peanut Butter Protein Shake",423.0,381.0,180.0,333.0,53.0,"https://www.eatthismuch.com/recipe/nutrition/spinach-banana-and-peanut-butter-protein-shake,927828/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/spinach-banana-and-peanut-butter-protein-shake,927828/>Spinach, Banana, and Peanut Butter Protein Shake</a>"
224,38,2986,Lunch,Quick Avocado Tuna Sandwich,https://www.eatthismuch.com/food/browse/?q=Quick%20Avocado%20Tuna%20Sandwich,Quick Avocado Tuna Sandwich,1704.0,366.0,146.0,392.0,61.0,"https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/quick-avocado-tuna-sandwich,1012832/>Quick Avocado Tuna Sandwich</a>"
225,38,2986,Dinner,High Protein Pita Pizza,https://www.eatthismuch.com/food/browse/?q=High%20Protein%20Pita%20Pizza,High Protein Pita Pizza,2888.0,430.0,390.0,508.0,60.0,"https://www.eatthismuch.com/recipe/nutrition/high-protein-pita-pizza,34678/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/high-protein-pita-pizza,34678/>High Protein Pita Pizza</a>"
226,38,2986,Dinner,Easy Hard-Boiled Eggs,https://www.eatthismuch.com/food/browse/?q=Easy%20Hard-Boiled%20Eggs,Easy Hard-Boiled Eggs,288.0,4.0,48.0,63.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/easy-hard-boiled-eggs,36640/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/easy-hard-boiled-eggs,36640/>Easy Hard-Boiled Eggs</a>"
227,38,2986,Snack,Tuna & White Bean Salad,https://www.eatthismuch.com/food/browse/?q=Tuna%20White%20Bean%20Salad,Tuna & White Bean Salad,211.0,275.0,41.0,174.0,69.0,"https://www.eatthismuch.com/recipe/nutrition/tuna-white-bean-salad,1487123/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tuna-white-bean-salad,1487123/>Tuna & White Bean Salad</a>"
228,39,2996,Breakfast,"Bacon, Egg, and Cheese Breakfast Bagel","https://www.eatthismuch.com/food/browse/?q=Bacon,%20Egg,%20and%20Cheese%20Breakfast%20Bagel","Bacon, Egg, and Cheese Breakfast Bagel",877.0,598.0,448.0,562.0,24.0,"https://www.eatthismuch.com/recipe/nutrition/bacon-egg-and-cheese-breakfast-bagel,1015949/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/bacon-egg-and-cheese-breakfast-bagel,1015949/>Bacon, Egg, and Cheese Breakfast Bagel</a>"
229,39,2996,Lunch,Roast Beef and Cheddar Sandwich,https://www.eatthismuch.com/food/browse/?q=Roast%20Beef%20and%20Cheddar%20Sandwich,Roast Beef and Cheddar Sandwich,1800.0,254.0,198.0,413.0,39.0,"https://www.eatthismuch.com/recipe/nutrition/roast-beef-and-cheddar-sandwich,906002/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/roast-beef-and-cheddar-sandwich,906002/>Roast Beef and Cheddar Sandwich</a>"
230,39,2996,Lunch,Cinnamon Apple Delight,https://www.eatthismuch.com/food/browse/?q=Cinnamon%20Apple%20Delight,Cinnamon Apple Delight,896.0,386.0,11.0,180.0,64.0,"https://www.eatthismuch.com/recipe/nutrition/cinnamon-apple-delight,46501/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cinnamon-apple-delight,46501/>Cinnamon Apple Delight</a>"
231,39,2996,Dinner,Beef Stir Fry,https://www.eatthismuch.com/food/browse/?q=Beef%20Stir%20Fry,Beef Stir Fry,1172.0,291.0,87.0,236.0,86.0,"https://www.eatthismuch.com/recipe/nutrition/beef-stir-fry,33767/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/beef-stir-fry,33767/>Beef Stir Fry</a>"
232,39,2996,Dinner,Sautéed Kale,https://www.eatthismuch.com/food/browse/?q=Sautéed%20Kale,Sautéed Kale,284.0,22.0,69.0,9.0,6.0,"https://www.eatthismuch.com/recipe/nutrition/sauteed-kale,906652/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/sauteed-kale,906652/>Sautéed Kale</a>"
233,39,2996,Snack,Breakfast Greek Yogurt Delight,https://www.eatthismuch.com/food/browse/?q=Breakfast%20Greek%20Yogurt%20Delight,Breakfast Greek Yogurt Delight,423.0,374.0,180.0,325.0,45.0,"https://www.eatthismuch.com/recipe/nutrition/breakfast-greek-yogurt-delight,937020/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/breakfast-greek-yogurt-delight,937020/>Breakfast Greek Yogurt Delight</a>"
234,40,3015,Breakfast,Tropical protein smoothie,https://www.eatthismuch.com/food/browse/?q=Tropical%20protein%20smoothie,Tropical protein smoothie,425.0,769.0,22.0,284.0,57.0,"https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/tropical-protein-smoothie,34387/>Tropical protein smoothie</a>"
235,40,3015,Lunch,Big PB&J Sandwich,https://www.eatthismuch.com/food/browse/?q=Big%20PB&J%20Sandwich,Big Bad Bean Burrito,976.0,309.0,119.0,76.0,113.0,"https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/big-bad-bean-burrito,57131/>Big PB&J Sandwich</a>"
236,40,3015,Lunch,Carrots with Hummus,https://www.eatthismuch.com/food/browse/?q=Carrots%20with%20Hummus,Carrots with Hummus,700.0,224.0,75.0,71.0,79.0,"https://www.eatthismuch.com/recipe/nutrition/carrots-with-hummus,34111/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/carrots-with-hummus,34111/>Carrots with Hummus</a>"
237,40,3015,Dinner,Spicy Chicken Salad,https://www.eatthismuch.com/food/browse/?q=Spicy%20Chicken%20Salad,Spicy Chicken Salad,1864.0,127.0,199.0,547.0,17.0,"https://www.eatthismuch.com/recipe/nutrition/spicy-chicken-salad,983901/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/spicy-chicken-salad,983901/>Spicy Chicken Salad</a>"
238,40,3015,Snack,Corn Flakes,https://www.eatthismuch.com/food/browse/?q=Corn%20Flakes,Corn Flakes,222.0,353.0,50.0,101.0,9.0,"https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/corn-flakes,35465/>Corn Flakes</a>"
239,41,2988,Breakfast,Turkey and Cheese Omelet,https://www.eatthismuch.com/food/browse/?q=Turkey%20and%20Cheese%20Omelet,"Eggs, Cheese, Turkey Sausage Omelet",368.0,23.0,245.0,325.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/eggs-cheese-turkey-sausage-omelet,35583/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/eggs-cheese-turkey-sausage-omelet,35583/>Turkey and Cheese Omelet</a>"
240,41,2988,Breakfast,Nonfat yogurt,https://www.eatthismuch.com/food/browse/?q=Nonfat%20yogurt,Nonfat yogurt,137.0,188.0,4.0,140.0,0.0,"https://www.eatthismuch.com/recipe/nutrition/nonfat-yogurt,473055/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/nonfat-yogurt,473055/>Nonfat yogurt</a>"
241,41,2988,Lunch,Turkey Sandwich,https://www.eatthismuch.com/food/browse/?q=Turkey%20Sandwich,Turkey Sausage and Pesto Breakfast Sandwich,1036.0,266.0,125.0,103.0,24.0,"https://www.eatthismuch.com/recipe/nutrition/turkey-sausage-and-pesto-breakfast-sandwich,906514/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/turkey-sausage-and-pesto-breakfast-sandwich,906514/>Turkey Sandwich</a>"
242,41,2988,Lunch,Grapes,https://www.eatthismuch.com/food/browse/?q=Grapes,Grapes,416.0,273.0,2.0,11.0,14.0,"https://www.eatthismuch.com/recipe/nutrition/grapes,474464/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/grapes,474464/>Grapes</a>"
243,41,2988,Dinner,Cheesy Chicken and Spinach,https://www.eatthismuch.com/food/browse/?q=Cheesy%20Chicken%20and%20Spinach,Cheesy Chicken and Spinach,2032.0,77.0,247.0,622.0,24.0,"https://www.eatthismuch.com/recipe/nutrition/cheesy-chicken-and-spinach,33936/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/cheesy-chicken-and-spinach,33936/>Cheesy Chicken and Spinach</a>"
244,41,2988,Dinner,Fried Ripe Plantains,https://www.eatthismuch.com/food/browse/?q=Fried%20Ripe%20Plantains,Fried Ripe Plantains,1368.0,571.0,147.0,23.0,41.0,"https://www.eatthismuch.com/recipe/nutrition/fried-ripe-plantains,854446/",2.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/fried-ripe-plantains,854446/>Fried Ripe Plantains</a>"
245,41,2988,Snack,Ham and cheese sandwich,https://www.eatthismuch.com/food/browse/?q=Ham%20and%20cheese%20sandwich,Ham & Cheese Sandwich,300.0,254.0,138.0,183.0,37.0,"https://www.eatthismuch.com/recipe/nutrition/ham-cheese-sandwich,412953/",1.0,"<a href=https://www.eatthismuch.com/recipe/nutrition/ham-cheese-sandwich,412953/>Ham and cheese sandwich</a>"
